sku,nombre,descripcion_corta,descripcion,slug,meta_descripcion,precio,precio_regular,marca,categoria,imagen
TDG8500S,"Planta Electrica TDG8500S TOYAMA CABINADA 7000watt maximo, Motor Diesel 14hp Monofasica","<h2>Generador de energía</h2> <ul> <li><span class=""WdYUQQ text-decoration-none text-strikethrough-none""><strong>Rotación máxima</strong> 3600RPM</span></li> <li><span class=""WdYUQQ text-decoration-none text-strikethrough-none""><strong>Desplazamiento </strong> 498cc</span></li> <li><span class=""WdYUQQ text-decoration-none text-strikethrough-none""><strong>Potencia máx</strong>  7.0 kW | kVA</span></li> <li><span class=""WdYUQQ text-decoration-none text-strikethrough-none""><strong>Potencia nominal</strong> 6.5 kW | kVA</span></li> <li><span class=""WdYUQQ text-decoration-none text-strikethrough-none""><strong>Número de fases</strong> Monofasico</span></li> <li><span class=""WdYUQQ text-decoration-none text-strikethrough-none""><strong>Frecuencia</strong>  60Hz</span></li> <li><span class=""WdYUQQ text-decoration-none text-strikethrough-none""><strong>Tipo de motor</strong> 4 Tiempos</span></li> <li><span class=""WdYUQQ text-decoration-none text-strikethrough-none""><strong>Cilindros</strong>  Monocilíndrico</span></li> <li><span class=""WdYUQQ text-decoration-none text-strikethrough-none""><strong>Sistema de arranque</strong> Arranque eléctrico</span></li> <li><strong>Dimensiones (L x An x Al):</strong>  99 x 57 x 78</li> <li><strong>Peso: </strong>177 kg</li> </ul>","<p><em>Los productos originales pueden variar ligeramente respecto a las fotos, la información en esta ficha está sujeta a cambios sin previo aviso.</em></p> <h2>Planta eléctrica diésel</h2> <p><b>TDG8500S TOYAMA CABINADA 7000watt máximo, Motor Diesel 14hp Monofásico, Incluye transferencia</b></p> <p>Generadores Toyama. Equipado con un motor diésel ​refrigerado por aire, tiene una potencia máxima de 7,0 kW kVA y un Tanque con capacidad de Combustible de hasta 14,1 litros. Motor Silencioso y potente, logra satisfacer todas las demandas profesionales y necesidades de suministro eléctrico.</p> <h2><a href=""https://equipmaster.com.co/plantas-electricas/consejos-que-debe-tener-en-cuenta-para-elegir-una-planta-electrica/"">Consejos que debe tener en cuenta para elegir una Planta Eléctrica</a></h2> <h2><a href=""https://equipmaster.com.co/plantas-electricas/antes-de-adquirir-una-planta-electrica-conozca-los-tipos-que-existen/"">Antes de Adquirir una Planta Eléctrica Conozca los Tipos que Existen</a></h2> <p><span style=""color: #ffffff;"">planta eléctrica Homecenter</span></p> <p><span style=""color: #ffffff;"">mercado libre planta eléctrica</span></p>",planta-electrica-tdg8500s-toyama-cabinada-7000watt-maximo-motor-diesel-14hp-monofasica,"Venta de Planta Electrica TDG8500S TOYAMA CABINADA 7000watt maximo, Motor Diesel 14hp Monofasica, Incluye transferencia. contamos con amplio catálogo. Asesoría especializada, Envíos a todo Colombia. mercado libre planta eléctrica, planta electrica home center",8669000,8669000,TOYAMA,Energía,
RE80X,"Hidrolavadora Electrica STIHL RE80X Presion max 1740psi, 430lts/Hora 1.6kw","<h2><b>Hidrolavadora STIHL</b></h2> <ul> <li><strong>Presión de trabajo</strong> 90 bar</li> <li><strong>Presión máx.</strong> 120 bar 1)</li> <li><strong>Caudal de agua min</strong> 330 l/h</li> <li><b>Caudal de agua máx..</b> 430 l/h</li> <li><strong>Temperatura máx.</strong> de entrada agua 40 °C</li> <li><strong>Potencia</strong> 1,7 kW</li> <li><strong>Nivel sonoro</strong> 89 dB(A) 2)</li> <li><strong>Tensión nominal</strong> 110 V</li> <li><strong>Frecuencia </strong>60 Hz.</li> </ul>","<p><em>Los productos originales pueden variar ligeramente respecto a las fotos, la información en esta ficha está sujeta a cambios sin previo aviso.</em></p> <h2><b>Hidrolavadora </b></h2> <p><b>Eléctrica STIHL RE80X Presión máx. 1740psi, 430lts/Hora 1.6kw</b></p> <ul> <li>La compacta hidro limpiadora de alta presión STIHL RE 80 es <strong>fácil de manejar</strong> gracias a su <strong>peso ligero</strong> y a su diseño compacto. La robusta bomba de alta presión con cabezal de aluminio genera una <strong>presión máxima de 120 bares</strong>. Esto te permite realizar las tareas de limpieza <strong>en casa</strong> de forma eficaz y exhaustiva. Con dos boquillas estándar, puedes realizar diferentes tareas de limpieza. La <strong>boquilla de chorro plano</strong> ajustable es adecuada para la <strong>limpieza rápida de las superficies más sensibles</strong>, mientras que la <strong>boquilla roja con potente chorro puntual</strong> <strong>también elimina la suciedad dura de forma eficiente. Además, puedes utilizar el juego de pulverización incluido para el pulverizador de espuma para lograr resultados de limpieza aún mejores. La manguera de alta presión de 5 m de longitud se puede conectar rápidamente mediante los acoplamientos rápidos de la empuñadura y de la pistola.</strong></li> </ul> <div class=""product-details__description richtexteditor""> <div> <p><strong>HIDROLIMPIADORA ELÉCTRICA DE ALTA PRESIÓN RE 80 X: POTENTE MÁQUINA PARA PARTICULARES</strong></p> <p>La hidro limpiadora de alta presión STIHL RE 80 X es una máquina ligera de <strong>entrada a la gama</strong> que podrás transportar cómodamente al lugar de uso deseado gracias a su diseño compacto y a su robusta asa. Puedes utilizar la STIHL RE 80 X para llevar a cabo las tareas de limpieza en el hogar de forma rápida y eficiente. Esto incluye la limpieza de terrazas y escaleras, así como la limpieza de tus <strong>muebles de jardín</strong>.</p> </div> </div> <div class=""product-details__highlights""> <ul> <li>Almacenamiento de accesorios directamente en la máquina</li> <li>Acoplamiento rápido para facilitar la conexión de la manguera de alta presión y la pistola</li> <li>Para la limpieza en el jardín</li> </ul> <h2><a href=""https://equipmaster.com.co/aseo-y-limpieza/que-hay-que-tener-en-cuenta-al-comprar-una-hidrolavadora/"">¿Qué hay que tener en Cuenta al Comprar una Hidrolavadora?</a></h2> </div>",hidrolavadora-electrica-stihl-re80x-presion-max-1740psi-430lts-hora-1-6kw,"Venta de Hidrolavadora Electrica STIHL RE80X , contamos con amplio catálogo. Asesoría especializada, Envíos a todo Colombia.",639000,639000,STIHL,Bombas y agua,
F0133000PF,Mototool DREMEL 3000 130w con 26 accesorios,"<h2><strong>Mototool  DREMEL Lite </strong></h2> <ul> <li><strong>Peso</strong> 1 kg</li> <li><strong>Dimensiones</strong> 29 × 21 × 8 cm</li> <li><strong>Segmento</strong> Herramientas, Mototool</li> <li><strong>Potencia</strong> (W) 144W</li> <li><strong>Velocidad</strong> (R.P.M.) 10.000 – 35.000</li> <li><strong>Voltaje</strong> 120V</li> <li><strong>Familia</strong> 3000</li> </ul>","<p><em>Los productos originales pueden variar ligeramente respecto a las fotos, la información en esta ficha está sujeta a cambios sin previo aviso.</em></p> <h2><strong>Mototool (  Motortool ) </strong></h2> <p><strong>F0133000PF Mototool DREMEL 3000 130w con 26 accesorios + 1 ADIT Velocidad 10,000 a 33,000 RPM</strong></p> <p>Rectificadora Dremel 3000 es la herramienta perfecta para distintos proyectos. Tiene 8 funciones diferentes, por lo que puedes usar una sola herramienta para muchas cosas, y cambiar la extensión y la velocidad según tus necesidades.</p> <p><strong>Incluye:</strong></p> <ul> <li>1 Dremel 3000</li> <li>1 maletín con 1 aditamento empuñadura para detalle</li> <li>1 escuche de accesorios con 1 fresa de tallado de punta redonda de 3,2mm para madera, metal, cuero, plástico, goma y cartón (modelo 191)</li> <li>5 discos de corte de 23,8mm espesor de 1mm para metal</li> <li>1 disco reforzado de corte para duración superior de 31,8mm espessor de 1,1mm para metal, madera y plástico</li> <li>1 piedra formato cuadrado de esmerilado de 9,5mm para metal, soldadura, remache y oxidácion</li> <li>1 cepillo de cerdas de nylon de 19,1mm para limpiar y pulir platería, joyas y metales preciosos , 1 cepillo de acero carbono de 19,1mm para remoción de oxidación y componentes eléctricos</li> <li>2 discos de fieltro para pulir de 12,7mm para metal, piedras y vidrio , 1 pasta para pulir y limpiar , 3 discos de fieltro para pulir de 25,4mm para metal, piedras y vidrio</li> <li>1 mandril vástago adaptador de lijado de 12,7mm con tubo de lija de grano grueso para madera, fibra de vidrio, plástico y goma , 2 tubos de lija de 12,7mm de grano grueso para madera, fibra de vidrio, plástico y goma</li> <li>2 tubos de lija de 12,7mm de grano medio para madera, fibra de vidrio, plástico y goma, 2 tubos de lija de 12,7mm de grano fino para madera, fibra de vidrio, plástico y goma , 1 broca de acero rápido de 3,2mm para madera, plástico, oro, bronce, latón y aluminio</li> <li>1 mandril vástago adaptador para accesorios de fieltro , 1 mandril vástago adaptador para discos , llave, manua</li> </ul>",mototool-dremel-3000-130w-con-26-accesorios,Venta de Mototool DREMEL 3000 130w con 26 accesorios. Envíos a toda Colombia. Asesoría personal especializada. Somos EQUIPMASTER.,309000,309000,DREMEL,Herramientas eléctricas,
M9510B,"Pulidora 4-½"" MAKITA M9510B 850w","<h2>Pulidora Makita</h2> <ul> <li><strong>Potencia:</strong> 850W</li> <li><strong>Diámetro del Disco:</strong> 115 mm (4-1/2”)</li> <li><strong>Velocidad sin carga (rpm):</strong> 11.000</li> <li><strong>Dimensiones (L x L x A):</strong> 276 x 130 x 111 mm (10-7/8”x 5-1/8”x 4-3/8”)</li> <li><strong>Peso:</strong> 2,0 kg (4,5 lbs)</li> <li><strong>Cable de conexión:</strong> 2,0 m (6,6 ft)</li> </ul>","<p><em>Los productos originales pueden variar ligeramente respecto a las fotos, la información en esta ficha está sujeta a cambios sin previo aviso</em></p> <h2><strong>Pulidora 4-½"" MAKITA</strong></h2> <p><strong>MAKITA M9510B, 850w 11.000rpm Eje 5/8"" (profesional)</strong></p> <ul> <li>Alto rendimiento y durabilidad a menor costo</li> <li>Potente motor de 850 W ofrece 11,000 RPM para las aplicaciones más exigentes</li> <li>Los engranajes cónicos mecanizados brindan una mayor vida útil</li> <li>Engranajes cónicos espirales para rotaciones más suaves y una transferencia de energía más eficiente</li> <li>Empuñadura de barril más delgada con fácil agarre y manejo</li> <li>Compacto y liviano para trabajos de alta producción con menos fatiga</li> <li>El agarre lateral se coloca en un ángulo aumentado para mayor comodidad y control</li> <li>Se puede instalar un agarre lateral en cualquier lado de la herramienta para la conveniencia del operador</li> <li>Interruptor de seguridad de dos acciones para evitar el bloqueo accidental repentino</li> <li>Función de bloqueo para funcionamiento continuo</li> <li>La cubierta de la rueda protege al operador contra la dispersión accidental de la rueda rota o la pieza de trabajo con un mínimo movimiento de la cubierta de la rueda</li> <li>Bloqueo del eje para cambios de rueda fáciles</li> </ul>",pulidora-4-%c2%bd-makita-m9510b-850w,"Venta de Pulidora 4-½"" MAKITA M9510B 850w , contamos con amplio catálogo. Asesoría especializada, Envíos a todo Colombia.",269000,269000,MAKITA,Herramientas eléctricas,
2607017397,"Set V-Line 100 Piezas (brocas y puntas) Madera, Metal, Concreto [Atornillar y perforar]","<h2><strong>Juego de herramientas Bosch</strong></h2> <p><strong>100 piezas</strong></p> <p>• Avellanador<br /> • Sierras copa 32 / 38 / 45 / 54.<br /> • 18 Mecha P/ Metal: 2 a 10 mm<br /> • 7 Mechas P/ Concreto: 3/4/5/5,5/6/7/8 mm<br /> • 7 Mechas P/ Madera: 3/4/5/6/7/8/10 mm<br /> • 3 Mecha Pala 16/22/32<br /> • 40 Puntas: PH – PZ – S – Torx – Hexag.<br /> • 8 Tubos: 5/6/7/8/9/10/11/13 mm<br /> • Alargue 60 mm.<br /> • 1 Adaptador de tubo<br /> • Linterna<br /> • 4 Prisionero 3/5/8/10<br /> • Destornillador<br /> • Nivel<br /> • Maletin.</p>","<p>Los productos originales pueden variar ligeramente respecto a las fotos, la información en esta ficha está sujeta a cambios sin previo aviso</p> <h2 class=""product_title wd-entities-title""><strong>Juego de herramientas </strong></h2> <p><strong>2607017397  Set V-Line 100 Piezas (brocas y puntas) Madera, Metal, Concreto [Atornillar y perforar]</strong></p> <p><strong>VERSÁTIL</strong>: este kit incluye una amplia variedad de brocas , así como una selección de accesorios para ayudar en una variedad de aplicaciones de perforación y fijación.</p> <p><strong>CALIDAD:</strong> Las puntas incluidas en el kit, presentan diseños para disminuir el daño a la cabeza del tornillo y proporcionar una mejor potencia de agarre Las puntas de broca divididas proporcionan un inicio de perforación fácil y son ideales para una variedad de aplicaciones como madera, metal, mampostería y más.</p> <p><strong>CONVENIENCIA:</strong> con una variedad tan amplia de brocas y opciones de accesorios, este conjunto es ideal para las tareas cotidianas desde el garaje hasta el taller y el hogar.</p> <p><strong>PORTÁTIL:</strong> Incluye un estuche resistente para un almacenamiento seguro, fácil acceso, organización y portabilidad. El conjunto incluye componentes extraíbles para que pueda llevar, donde lo necesite para su conveniencia sin dificultad alguna.</p>",set-v-line-100-piezas-brocas-y-puntas-madera-metal-concreto-atornillar-y-perforar,"Venta de Juego de herramientas manuales 100 Pzs Bosch, contamos con amplio catálogo. Asesoría especializada, Envíos a todo Colombia.",119900,119900,,Herramientas eléctricas,
SU-A048,Sembradora Manual de Maiz y Granos Secos FARETTY SU-A048,"<h2><strong>S</strong>embradora de maíz</h2> <ul> <li><strong>Espaciado</strong> 13-25 cm</li> <li><strong>Púas de sembrado</strong> Son graduables</li> <li><strong>Semilla adecuada</strong> maíz, soja, algodón, arveja</li> <li><strong>Tasa de siembra de agujeros</strong> 1-2 semillas</li> <li><strong>Numero de brocas</strong> 12/10/9/8/7/6 Brocas regulables</li> <li><strong>Número de púas</strong> 14 púas (7 de abono y 7 de semillas)</li> <li><strong>Rendimiento</strong> 25 metros lineales/minuto</li> <li><strong>Capacidad</strong> 2-3kg</li> <li><strong>Peso</strong> 9kg</li> </ul> <p><a href=""https://www.instagram.com/reel/CtuAyjPtAHm/?igsh=ODE4OWRsejRoZzFv""><strong>Ver video de la sembradora aquí</strong></a></p>","<p><em>Los productos originales pueden variar ligeramente respecto a las fotos, la información en esta ficha está sujeta a cambios sin previo aviso.</em></p> <h2><strong>Sembradora abonadora</strong></h2> <p><strong>SU-A048 FARETTY Sembradora Manual de Maíz y Granos Secos</strong></p> <p><strong>¿Qué es una sembradora abonadora rotativa?</strong></p> <p>Es una maquina diseñada para la siembra, de manera que distribuye las semillas o abonos de forma precisa, es decir, con un ritmo y profundidad exacta, ya que va abriendo surcos y en secuencia sembrando granos secos e incluso permite mejorar la germinación.</p> <ul> <li>Ventajas del uso de la Sembradora Manual</li> <li>Coloca la semilla de forma precisa</li> <li>Mejora la proporción del rendimiento del cultivo</li> <li>Ahorra tiempo y disminuye mano de obra</li> <li>Permite un sembrado alineado y adecuado</li> </ul> <p><strong>Beneficios</strong></p> <ul> <li>Herramienta que te permite el ahorro en la mano de obra</li> <li>Incluye rodillos que permiten sembrar una amplia gama de granos</li> <li>Su trabajo es eficiente permitiendo una cosecha exacta</li> <li>Reduce el tiempo de siembra aumentando la rentabilidad y producción.</li> </ul> <h3><a href=""https://equipmaster.com.co/agro-y-jardin/sembradoras-ideal-para-una-siembra-precisa-y-eficiente/"">Sembradoras: Ideal para una Siembra Precisa y Eficiente</a></h3>",sembradora-manual-de-maiz-y-granos-secos-faretty-su-a048,Venta de Sembradora Manual de Maiz y Granos Secos SU-A048 FARETTY. Asesoría especializada. Envíos a todo Colombia.,989000,989000,FARETTY,Agro y ganadería,
GSB 185 LI,Taladro Percutor/ Atornillador Inalambrico BOSCH GSB 185 LI +2B; 18v,"<h2><strong>Taladro PERCUTOR </strong></h2> <ul> <li><strong>Voltaje de la batería</strong> 18 V</li> <li><strong>Torque (blando/duro/máx.)</strong> 21/50/- Nm</li> <li><strong>Velocidad de giro sin carga</strong> (1.ª/2.ª velocidad) 0 – 500 / 0 – 1.900 rpm</li> <li><strong>Número de impactos máx</strong>.0 ipm</li> <li><strong>Capacidad mín./máx. del portabrocas</strong> 1,5 / 13 mm</li> <li><strong>Niveles de torque</strong> 20+2</li> </ul> <p><strong>Aplicaciones:</strong> Perforar y atornillar en MDF, metal y mampostería, Fijación de accesorios y herrajes, Perforación de placas en Drywall y Fijación de piezas en mampostería.</p>","<p><em>Los productos originales pueden variar ligeramente respecto a las fotos, la información en esta ficha está sujeta a cambios sin previo aviso.</em></p> <h2><strong>Taladro Percutor Inalámbrico </strong></h2> <p><strong>Atornillador Inalambrico BOSCH GSB 185 LI +2B; 18v (2 baterías de 2amp, caja plastica)</strong></p> <p>Rápido, liviano y cómodo de usar, fue desarrollado p<strong>ara trabajos exigentes y ofrece un excelente desempeño</strong>. Tiene motor Brushless, sin escobillas de carbón, que ofrece un mejor rendimiento, más fuerza y una vida útil prolongada. El diseño compacto y liviano posibilita realizar trabajos desafiantes en lugares estrechos y al mismo tiempo brinda a los usuarios un manejo más cómodo y mejor ergonomía.</p> <p>Ofrece una rotación de 1.900 rpm, proporcionando un alto nivel de productividad en <strong>los trabajos al atornillar o perforar, además, el mandril metálico bloquea perfectamente el accesorio proporcionando más durabilidad y resistencia.</strong> Tiene luz LED y su posición en la base de la herramienta permite una iluminación perfecta del punto donde se realizará el orificio o donde se realizará el atornillado.</p> <ul> <li><strong>Este Taladro percutor y atornillador puede perforar:</strong></li> <li>Madera de hasta 35mm</li> <li>Metal o mampostería de hasta 10mm y permite colocar tornillos en madera de hasta 10mm.</li> </ul> <p><strong>BENEFICIOS: </strong>Motor Brushless sin escobillas de carbón que ofrece el doble de vida útil y mayor autonomía, Mandril metálico que bloquea mejor el accesorio además de ofrecer mayor resistencia y durabilidad, Más eficiencia gracias a la máxima velocidad de <strong>trabajo de hasta 1.900 rpm,</strong> Su tamaño compacto hace que sea ideal para uso en espacios estrechos, Para atornillar y perforar en madera, metal, mampostería y Drywall, Potencia equivalente a una herramienta con cable con la practicidad de una herramienta inalámbrica, Herramienta 100% compatible con todas las baterías y cargadores <strong>18V </strong>Bosch<strong>,</strong> Para un mejor desempeño de tu herramienta, utiliza accesorios Bosch.</p> <p><strong>Público objetivo: </strong>Carpinteros, ensambladores de muebles, instaladores en general (canalones, alarmas, cortinas, marcos, Drywall, aire acondicionado).</p> <p><strong>Diámetro de perforación</strong></p> <ul> <li><strong>Diámetro máx. de perforación en madera</strong> 35 mm</li> <li><strong>Diámetro máx. de perforación en acero</strong> 10 mm</li> <li><strong>Diámetro máx. de perforación en mampostería</strong> 10 mm</li> </ul> <p><strong>Diámetro de atornillado</strong></p> <ul> <li><strong>Diámetro máx. de atornillado</strong> 10 mm</li> </ul> <p><strong>Nivel total de vibraciones (Taladrar en metal)</strong></p> <ul> <li><strong>Valor de vibraciones generadas</strong> ah 1,5 m/s²</li> <li><strong>Tolerancia</strong> K 1,3 m/s²</li> </ul> <p><strong>Nivel total de vibraciones (Perforación con percusión en mampostería)</strong></p> <ul> <li><strong>Valor de vibraciones generadas</strong> ah 12,2 m/s²</li> <li><strong>Tolerancia</strong> K 1,5 m/s²</li> </ul> <p><strong>Información de ruido/vibración</strong></p> <ul> <li><strong>Nivel de presión acústica</strong> 85,5 dB(A)</li> <li><strong>Nivel de potencia acústica</strong>96,5 dB(A)</li> <li><strong>Tolerancia</strong> K 5 Db</li> </ul> <p><strong>Taladrar en metal</strong></p> <ul> <li><strong>Valor de vibraciones generadas</strong> ah 1,5 m/s²</li> <li><strong>Tolerancia</strong> K 1,3 m/s²</li> </ul> <p><strong>Perforación con percusión en mampostería</strong></p> <ul> <li><strong>Valor de vibraciones generadas</strong> ah 12,2 m/s²</li> <li><strong>Tolerancia</strong> K 1,5 m/s².</li> </ul>",taladro-percutor-atornillador-inalambrico-bosch-gsb-185-li-2b-18v,"Venta de Taladro percutor inalambrico bosch GSB 185 LI , contamos con amplio catálogo. Asesoría especializada, Envíos a todo Colombia.",699000,699000,BOSCH,Herramientas eléctricas,
GBM 50-2RE,Taladro Magnético BOSCH GBM 50-2RE 1.200w,"<h2><strong>Taladro base magnética</strong></h2> <ul> <li><strong>Potencia absorbida</strong> 1200 W</li> <li><strong>Voltaje, eléctrico</strong> 127–127 V</li> <li><strong>Velocidad en vacío, 1.ª velocidad</strong> 50 – 250 rpm</li> <li><strong>Velocidad en vacío, 2.ª velocidad</strong> 100 – 510 rpm</li> <li><strong>Rosca de conexión del rotor de taladrar</strong> MT 2 – DIN 228</li> <li><strong>Diámetro de perforación en acero</strong> 1,5 / 50 mm</li> <li><strong>Nivel de presión acústica</strong> 90 dB(A)</li> <li><strong>Nivel de potencia acústica</strong> 110 dB(A)</li> <li><strong>Tolerancia</strong> K 3 dB</li> <li><strong>Dimensiones (L x An x Al):</strong>  27 × 11 × 33</li> <li><strong>Peso</strong> 14,7 kg</li> </ul>","<div class=""techspecs--row""> <p><em>Los productos originales pueden variar ligeramente respecto a las fotos, la información en esta ficha está sujeta a cambios sin previo aviso.</em></p> <h2><strong>Taladro Magnético</strong></h2> <p><strong>BOSCH GBM 50-2RE, 1.200w, 120v, 50-510rpm, Espesor máximo a perforar: 50mm (2"")</strong></p> <p>El taladro magnético con cable para metal de Bosch es <strong>cómodo, duradero, muy eficiente y seguro</strong>. Con la mejor relación precio-rendimiento de su categoría</p> <ul> <li>Ideal para trabajos duros de perforación de núcleos de metal, perforación con broca y roscado de metales.</li> <li>Su tecnología láser permite definir rápidamente el objetivo y su sistema de corte de alimentación evita las descargas eléctricas.</li> </ul> <p><strong>• Preciso, eficiente y cómodo:</strong> la solución ideal para taladrar en metal<br /> <strong>• Cómodo, duradero, de alta eficiencia y seguro:</strong> la tecnología láser ayuda a establecer el objetivo de forma rápida; potente motor para un taladrado duradero, eficiente y preciso; el sistema de desconexión de alimentación evita las descargas eléctricas<br /> <strong>• Sistema HMI inteligente:</strong> visualización de alertas de servicio para un mantenimiento preventivo (cambio de escobillas de carbón) e indicador de alerta de carga para una mayor vida útil de la herramienta<br /> <strong>• Ideal para perforaciones de núcleos de metal duro:</strong> la elevada fuerza magnética sirve de gran apoyo durante el taladrado.</p> <p>https://www.youtube.com/watch?v=5mf9QTceTkk</p> </div>",taladro-magnetico-bosch-gbm-50-2re-1-200w,"Venta de Taladro con núcleo magnético GBM 50-2 RE , contamos con amplio catálogo. Asesoría especializada, Envíos a todo Colombia.",6849000,6849000,BOSCH,Herramientas eléctricas,
SEA 20,Aspiradora electrica STIHL SEA 20 10V capacidad 75ml,"<h2><strong>Aspiradora STIHL </strong></h2> <ul> <li><strong>Tensión nominal</strong> 10,8 V</li> <li><strong>Duración de la batería</strong> AS 2 bis 14 min</li> <li><strong>Volumen de aspiración máximo</strong> 1026 l/min</li> <li><strong>Capacidad de depósito</strong> 0,75 l</li> <li><strong>Dimensiones (L x An x Al): </strong> 53 x 32 x 36</li> <li><strong>Peso sin batería</strong> 1,1 kg</li> </ul>","<p><em>Los productos originales pueden variar ligeramente respecto a las fotos, la información en esta ficha está sujeta a cambios sin previo aviso.</em></p> <h2><strong>Aspiradora </strong><span style=""font-size: 24px;"">Eléctrica</span></h2> <p><b>STIHL SEA 20 10V capacidad 75ml especial para áreas pequeñas de forma rápida y sencilla</b></p> <p>Con la práctica aspiradora de mano de batería STIHL SEA 20 podrás limpiar áreas pequeñas de forma rápida y sencilla. La aspiradora de mano <strong>STIHL SEA 20</strong> funciona con una batería de iones de litio del sistema STIHL AS, para que puedas limpiar cómodamente, sin cables y sin ruido. La potente aspiradora de mano de 10 V de STIHL es ligera y fácil de usar.</p> <p>La cómoda empuñadura suave permite controlar el botón de encender y apagar cómodamente seas diestro o zurdo. El botón de bloqueo permite un funcionamiento continuo sin tener que mantener el botón. Detrás de la boquilla de aspiración, una tapa antirretorno retiene la suciedad aspirada en el depósito de recogida. Para el vaciado y la limpieza, se puede extraer con un solo movimiento. El sistema de filtro compuesto de dos partes (filtro y prefiltro) ofrece un muy buen rendimiento del filtro y puede limpiarse y reutilizarse fácilmente.</p> <p>Aspiradora de mano <strong>STIHL SEA 20</strong> viene con prácticos accesorios de serie: boquilla para ranuras, boquilla para suciedad gruesa, manguera de aspiración, tubo de extensión, filtro de papel y cesta filtrante. Además, la bolsa de almacenamiento incluida con ojal para colgar te permite guardar la aspiradora entre usos para ahorrar espacio.</p> <ul> <li>Máquina sin batería ni cargador</li> <li>Aspiradora ligera y potente para usuarios particulares</li> <li>Limpieza rápida y eficaz de zonas pequeñas dentro y fuera de la casa</li> <li>Uso versátil gracias a la gran variedad accesorios</li> <li>Sistema de filtro de dos etapas con prefiltros lavables para una filtración eficaz del aire</li> <li>El depósito se abre rápidamente para facilitar el vaciado y la limpieza.</li> </ul> <h2><strong><a href=""https://equipmaster.com.co/aseo-y-limpieza/aspiradoras-una-practica-solucion-de-limpieza-para-tu-hogar-y-empresa/"">Aspiradoras: una Práctica Solución de Limpieza para tu Hogar y Empresa</a></strong></h2>",aspiradora-electrica-stihl-sea-20-10v-capacidad-75ml,"Venta de Aspiradora electrica STIHL SEA 20 , contamos con amplio catálogo. Asesoría especializada, Envíos a todo Colombia.",629000,629000,STIHL,Lavado y limpieza,
MH 610,Motoazada cultivador STIHL MH610,<h2>Cultivador</h2> <ul> <li><strong>Potencia</strong> 6 hp</li> <li><strong>Cilindrada</strong> 232 cm³</li> <li><strong>Tipo de combustible</strong> Gasolina</li> <li><strong>Ancho máximo de trabajo</strong> 78 cm</li> <li><strong>Transmisión</strong> 2 velocidades al frente</li> <li><strong>Diámetro de azada</strong> 31 cm</li> <li><strong>Caja de cambios</strong> Manual</li> <li><strong>Capacidad tanque gasolina</strong>6 L</li> <li><strong>Llantas neumáticas</strong> 16 in</li> <li><strong>Toma de fuerza </strong>Sí.</li> <li><strong>Peso</strong> 60 kg</li> </ul>,"<p><em>Los productos originales pueden variar ligeramente respecto a las fotos, la información en esta ficha está sujeta a cambios sin previo aviso</em></p> <h2><strong>Motoazada</strong></h2> <p><strong>Cultivador STIHL MH610 a gasolina 5,9hp 6,9metros/s², Anchura de trabajo 78cm, Diámetro del juego de azada 31cm</strong></p> <p>Alto rendimiento es la más adecuada para romper terrenos densos y sólidos y volcar grandes terrenos. Propulsado por un potente motor de gasolina, abre sin esfuerzo un canal de 80 cm de ancho a través de la tierra. La forma de las cuchillas le permite mezclar la tierra con una potencia y una eficiencia excepcionales, cortando raíces viejas y material vegetal con facilidad y llevándolos a la superficie. Todos los componentes sometidos a tensión están fabricados con materiales extremadamente resistentes, como el acero reforzado, diseñado para uso práctico pesado.</p> <p>La función de ajuste de altura central garantiza un manejo ergonómico que le permite arar surcos sin esfuerzo a pesar de las fuerzas involucradas. Dos marchas hacia adelante y la marcha atrás le permiten maniobrar la máquina con facilidad.</p> <ul> <li><strong>Potencia</strong> 6 hp</li> <li><strong>Cilindrada</strong> 232 cm³</li> <li><strong>Tipo de combustible</strong> Gasolina</li> <li><strong>Ancho máximo de trabajo</strong> 78 cm</li> <li><strong>Transmisión</strong> 2 velocidades al frente</li> <li><strong>Diámetro de azada</strong> 31 cm</li> <li><strong>Caja de cambios</strong> Manual</li> <li><strong>Capacidad tanque gasolina</strong>6 L</li> <li><strong>Llantas neumáticas</strong> 16 in</li> <li><strong>Toma de fuerza </strong>Sí.</li> </ul> <h2 class=""wd-entities-title title post-title""><a href=""https://equipmaster.com.co/agro-y-jardin/motoazadas-herramientas-agricolas/"">Motoazadas: herramientas agrícolas</a></h2>",motoazada-cultivador-stihl-mh610,"Venta de Motoazada cultivador STIHL MH610 a gasolina 5,9hp 6,9metros/s², Asesoría especializada. Envíos a todo Colombia.",3909000,3909000,STIHL,Agro y ganadería,
